#	startTime:1578468504640
#	SiteID:5a0546857ecc773753327266	SiteName:西溪银泰城	FloorId:5a24ae78fe4e220014739c5c	FloorName:地下一层
#	Brand:OPPO	Model:PBCM10	AndroidName:8.1.0	APILevel:27	
#	type:1	name:BMI160 Accelerometer	version:2062600	vendor:BOSCH	resolution:0.0023956299	power:0.18	maximumRange:39.22661
#	type:4	name:BMI160 Gyroscope	version:2062600	vendor:BOSCH	resolution:0.0010681152	power:0.9	maximumRange:34.906586
#	type:2	name:AK09911 Magnetometer	version:1	vendor:AKM	resolution:0.5996704	power:2.4	maximumRange:4911.9995
#	type:35	name:BMI160 Accelerometer Uncalibrated	version:2062600	vendor:BOSCH	resolution:0.0023956299	power:0.18	maximumRange:39.22661
#	type:16	name:BMI160 Gyroscope Uncalibrated	version:2062600	vendor:BOSCH	resolution:0.0010681152	power:0.9	maximumRange:34.906586
#	type:14	name:AK09911 Magnetometer Uncalibrated	version:1	vendor:AKM	resolution:0.5996704	power:2.4	maximumRange:4911.9995
#	VersionName:v20191120-nightly-9-gde3748b	VersionCode:424	
1578468504657	TYPE_WAYPOINT	119.89201	126.656334
1578468512736	TYPE_WIFI	b7e6027447eb1f81327d66cfd3adbe557aabf26c	835e59c27eb07192538c8a9dd7bca6aa5065671b	-87	2412	1578468482712
1578468512736	TYPE_WIFI	7182afc4e5c212133d5d7d76eb3df6c24618302b	51aaaf422c6bf5dcce84391b956a8aebfa41c46b	-87	2412	1578468482714
1578468512736	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	c356b16f8709232902dc1278c9abf7d7a2e03fa5	-87	2412	1578468510778
1578468512736	TYPE_WIFI	b7e6027447eb1f81327d66cfd3adbe557aabf26c	b2337b25e7d1df04928bf6698a9c0b2764df7795	-87	5785	1578468511954
1578468512736	TYPE_WIFI	ea4a14e0d5bcdd20703fbe3bbc90f70b171ff140	591ea59cf88e3397db5d60eb00a5147edd69399a	-87	5765	1578468505952
1578468512736	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	58d88c1d4ba920fdc3707030403c6c3baef4b8a1	-87	5785	1578468511952
1578468512736	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	d0724c69b4fe153bf62f7bfc64b58a4a92681a42	-88	2412	1578468502872
1578468512736	TYPE_WIFI	b9f0208be00bd8b337be7f12e02e3a3ce846e22b	8c6ab78f2797e076f9106af81090d0ab9904f5cd	-88	5785	1578468511987
1578468512736	TYPE_WIFI	d839a45ebe64ab48b60a407d837fb01d3c0dfef9	1b2fd184314ae440900fa9ce1addeb896b5604a9	-88	5825	1578468512095
1578468512736	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	c71a2f5c4282d27f84b9b841db0e310ef0fcf6cd	-88	5825	1578468512097
1578468512736	TYPE_WIFI	d839a45ebe64ab48b60a407d837fb01d3c0dfef9	c236cb5a525430ecff488e4f496408d7cd8aac91	-88	5825	1578468510146
1578468512736	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	5e659698b697f5fa0759dcb9cb42e557ca80f09e	-89	5180	1578468511621
1578468512689	TYPE_ACCELEROMETER	-1.5744476	4.1408997	8.828201	2
1578468512689	TYPE_MAGNETIC_FIELD	19.926453	-24.067688	-11.404419	3
1578468512689	TYPE_GYROSCOPE	0.31506348	0.3085327	0.21273804	3
1578468512689	TYPE_ROTATION_VECTOR	0.096687645	0.28310874	0.8754188	3
1578468512689	TYPE_MAGNETIC_FIELD_UNCALIBRATED	13.180542	-6.9381714	-339.52484	-6.7459106	17.129517	-328.12042	3
1578468512689	TYPE_GYROSCOPE_UNCALIBRATED	0.15812683	0.26986694	0.16259766	-0.009933472	0.0039367676	-0.0069885254	3
1578468512689	TYPE_ACCELEROMETER_UNCALIBRATED	-1.4164276	4.113968	9.152023	0.0	0.0	0.0	3
1578468512710	TYPE_ACCELEROMETER	-1.9910278	4.2342834	7.7065125	2
1578468512710	TYPE_MAGNETIC_FIELD	19.926453	-24.067688	-11.404419	3
1578468512710	TYPE_GYROSCOPE	0.46473694	0.41134644	0.34962463	3
1578468512710	TYPE_ROTATION_VECTOR	0.096687645	0.28310874	0.8754188	3
1578468512710	TYPE_MAGNETIC_FIELD_UNCALIBRATED	13.180542	-6.9381714	-339.52484	-6.7459106	17.129517	-328.12042	3
1578468512710	TYPE_GYROSCOPE_UNCALIBRATED	0.15812683	0.26986694	0.16259766	-0.009933472	0.0039367676	-0.0069885254	3
1578468512710	TYPE_ACCELEROMETER_UNCALIBRATED	-1.7641907	3.9655304	6.889496	0.0	0.0	0.0	3
1578468512730	TYPE_ACCELEROMETER	-1.9138184	4.197769	6.7147217	2
1578468512730	TYPE_MAGNETIC_FIELD	19.926453	-24.067688	-11.404419	3
1578468512730	TYPE_GYROSCOPE	0.34223938	0.5285187	0.4811859	3
1578468512730	TYPE_ROTATION_VECTOR	0.096687645	0.28310874	0.8754188	3
1578468512730	TYPE_MAGNETIC_FIELD_UNCALIBRATED	13.180542	-6.9381714	-339.52484	-6.7459106	17.129517	-328.12042	3
1578468512730	TYPE_GYROSCOPE_UNCALIBRATED	0.15812683	0.26986694	0.16259766	-0.009933472	0.0039367676	-0.0069885254	3
1578468512730	TYPE_ACCELEROMETER_UNCALIBRATED	-1.7641907	3.9655304	6.889496	0.0	0.0	0.0	3
1578468512750	TYPE_ACCELEROMETER	-1.765976	3.9697113	6.62973	2
1578468512750	TYPE_MAGNETIC_FIELD	19.926453	-24.067688	-11.404419	3
1578468512750	TYPE_GYROSCOPE	0.09509277	0.6030884	0.5589447	3
1578468512750	TYPE_ROTATION_VECTOR	0.096687645	0.28310874	0.8754188	3
1578468512750	TYPE_MAGNETIC_FIELD_UNCALIBRATED	13.180542	-6.9381714	-339.52484	-6.7459106	17.129517	-328.12042	3
1578468512750	TYPE_GYROSCOPE_UNCALIBRATED	0.15812683	0.26986694	0.16259766	-0.009933472	0.0039367676	-0.0069885254	3
1578468512750	TYPE_ACCELEROMETER_UNCALIBRATED	-1.7641907	3.9655304	6.889496	0.0	0.0	0.0	3
1578468512770	TYPE_ACCELEROMETER	-1.658844	4.0182037	7.2599945	2
1578468512770	TYPE_MAGNETIC_FIELD	19.233704	-24.760437	-12.754822	3
1578468512770	TYPE_GYROSCOPE	-0.041809082	0.6451721	0.58877563	3
1578468512770	TYPE_ROTATION_VECTOR	0.096687645	0.28310874	0.8754188	3
1578468512770	TYPE_MAGNETIC_FIELD_UNCALIBRATED	12.487793	-7.6309204	-340.87524	-6.7459106	17.129517	-328.12042	3
1578468512770	TYPE_GYROSCOPE_UNCALIBRATED	-0.0054016113	0.63365173	0.5764618	-0.009933472	0.0039367676	-0.0069885254	3
1578468512770	TYPE_ACCELEROMETER_UNCALIBRATED	-1.7641907	3.9655304	6.889496	0.0	0.0	0.0	3
1578468512790	TYPE_ACCELEROMETER	-1.3637543	4.1642456	7.7771454	2
1578468512790	TYPE_MAGNETIC_FIELD	22.007751	-24.067688	-12.078857	3
1578468512790	TYPE_GYROSCOPE	-0.09346008	0.6110687	0.5296478	3
1578468512790	TYPE_ROTATION_VECTOR	0.08777521	0.28528255	0.8810947	3
1578468512790	TYPE_MAGNETIC_FIELD_UNCALIBRATED	15.261841	-6.9381714	-340.19928	-6.7459106	17.129517	-328.12042	3
1578468512790	TYPE_GYROSCOPE_UNCALIBRATED	-0.07197571	0.6421814	0.5599365	-0.009933472	0.0039367676	-0.0069885254	3
1578468512790	TYPE_ACCELEROMETER_UNCALIBRATED	-1.4553375	4.0732574	7.6071625	0.0	0.0	0.0	3
1578468512810	TYPE_ACCELEROMETER	-1.3463898	4.18161	7.9830475	2
1578468512810	TYPE_MAGNETIC_FIELD	20.620728	-24.760437	-12.754822	3
1578468512810	TYPE_GYROSCOPE	-0.24687195	0.5184021	0.45135498	3
1578468512810	TYPE_ROTATION_VECTOR	0.08777521	0.28528255	0.8810947	3
1578468512810	TYPE_MAGNETIC_FIELD_UNCALIBRATED	13.874817	-7.6309204	-340.87524	-6.7459106	17.129517	-328.12042	3
1578468512810	TYPE_GYROSCOPE_UNCALIBRATED	-0.16838074	0.57559204	0.4827118	-0.009933472	0.0039367676	-0.0069885254	3
1578468512810	TYPE_ACCELEROMETER_UNCALIBRATED	-1.3685455	4.2109375	7.8376007	0.0	0.0	0.0	3
1578468512831	TYPE_ACCELEROMETER	-1.4541321	4.390503	8.50618	2
1578468512831	TYPE_MAGNETIC_FIELD	20.620728	-23.373413	-13.42926	3
1578468512831	TYPE_GYROSCOPE	-0.3970642	0.38523865	0.4066162	3
1578468512831	TYPE_ROTATION_VECTOR	0.08334979	0.28438222	0.8838652	3
1578468512831	TYPE_MAGNETIC_FIELD_UNCALIBRATED	13.874817	-6.2438965	-341.54968	-6.7459106	17.129517	-328.12042	3
1578468512831	TYPE_GYROSCOPE_UNCALIBRATED	-0.3430786	0.45362854	0.41400146	-0.009933472	0.0039367676	-0.0069885254	3
1578468512831	TYPE_ACCELEROMETER_UNCALIBRATED	-1.3314362	4.216919	8.254196	0.0	0.0	0.0	3
1578468512851	TYPE_ACCELEROMETER	-0.90345764	4.092407	9.472244	2
1578468512851	TYPE_MAGNETIC_FIELD	22.702026	-24.067688	-12.754822	3
1578468512851	TYPE_GYROSCOPE	-0.41410828	0.17324829	0.33790588	3
1578468512851	TYPE_ROTATION_VECTOR	0.07734806	0.27774242	0.88919455	3
1578468512851	TYPE_MAGNETIC_FIELD_UNCALIBRATED	15.956116	-6.9381714	-340.87524	-6.7459106	17.129517	-328.12042	3
1578468512851	TYPE_GYROSCOPE_UNCALIBRATED	-0.43417358	0.2980957	0.3815155	-0.009933472	0.0039367676	-0.0069885254	3
1578468512851	TYPE_ACCELEROMETER_UNCALIBRATED	-1.3751221	4.4168243	8.941925	0.0	0.0	0.0	3
1578468512871	TYPE_ACCELEROMETER	-0.36476135	3.8943024	9.877472	2
1578468512871	TYPE_MAGNETIC_FIELD	21.315002	-24.067688	-11.404419	3
1578468512871	TYPE_GYROSCOPE	-0.24739075	0.0869751	0.20474243	3
1578468512871	TYPE_ROTATION_VECTOR	0.076254174	0.27521247	0.8906623	3
1578468512871	TYPE_MAGNETIC_FIELD_UNCALIBRATED	14.569092	-6.9381714	-339.52484	-6.7459106	17.129517	-328.12042	3
1578468512871	TYPE_GYROSCOPE_UNCALIBRATED	-0.37130737	0.10102844	0.259552	-0.009933472	0.0039367676	-0.0069885254	3
1578468512871	TYPE_ACCELEROMETER_UNCALIBRATED	-0.5132141	3.8194733	9.73082	0.0	0.0	0.0	3
1578468512891	TYPE_ACCELEROMETER	-0.743042	4.6263275	9.35553	2
1578468512891	TYPE_MAGNETIC_FIELD	20.620728	-24.760437	-13.42926	3
1578468512891	TYPE_GYROSCOPE	0.082839966	0.264328	0.18023682	3
1578468512891	TYPE_ROTATION_VECTOR	0.0746529	0.2766146	0.8911384	3
1578468512891	TYPE_MAGNETIC_FIELD_UNCALIBRATED	13.874817	-7.6309204	-341.54968	-6.7459106	17.129517	-328.12042	3
1578468512891	TYPE_GYROSCOPE_UNCALIBRATED	-0.09648132	0.15322876	0.16738892	-0.009933472	0.0039367676	-0.0069885254	3
1578468512891	TYPE_ACCELEROMETER_UNCALIBRATED	-0.43418884	4.197159	9.784088	0.0	0.0	0.0	3
1578468512911	TYPE_ACCELEROMETER	-1.1853943	5.154846	8.09079	2
1578468512911	TYPE_MAGNETIC_FIELD	21.315002	-24.067688	-12.754822	3
1578468512911	TYPE_GYROSCOPE	0.29589844	0.47099304	0.23457336	3
1578468512911	TYPE_ROTATION_VECTOR	0.07217634	0.28084454	0.8912096	3
1578468512911	TYPE_MAGNETIC_FIELD_UNCALIBRATED	14.569092	-6.9381714	-340.87524	-6.7459106	17.129517	-328.12042	3
1578468512911	TYPE_GYROSCOPE_UNCALIBRATED	0.21244812	0.38224792	0.200943	-0.009933472	0.0039367676	-0.0069885254	3
1578468512911	TYPE_ACCELEROMETER_UNCALIBRATED	-1.0381317	4.983658	8.80246	0.0	0.0	0.0	3
1578468512932	TYPE_ACCELEROMETER	-1.4439545	5.309265	6.794922	2
1578468512932	TYPE_MAGNETIC_FIELD	20.620728	-24.067688	-12.078857	3
1578468512932	TYPE_GYROSCOPE	0.22665405	0.55462646	0.26119995	3
1578468512932	TYPE_ROTATION_VECTOR	0.07217634	0.28084454	0.8912096	3
1578468512932	TYPE_MAGNETIC_FIELD_UNCALIBRATED	13.874817	-6.9381714	-340.19928	-6.7459106	17.129517	-328.12042	3
1578468512932	TYPE_GYROSCOPE_UNCALIBRATED	0.28276062	0.53512573	0.24195862	-0.009933472	0.0039367676	-0.0069885254	3
1578468512932	TYPE_ACCELEROMETER_UNCALIBRATED	-1.2967224	5.2386475	7.348587	0.0	0.0	0.0	3
1578468512952	TYPE_ACCELEROMETER	-1.6468658	5.306885	6.423828	2
1578468512952	TYPE_MAGNETIC_FIELD	19.233704	-24.760437	-12.078857	3
1578468512952	TYPE_GYROSCOPE	-0.010910034	0.50349426	0.28356934	3
1578468512952	TYPE_ROTATION_VECTOR	0.06496231	0.28650582	0.8927014	3
1578468512952	TYPE_MAGNETIC_FIELD_UNCALIBRATED	12.487793	-7.6309204	-340.19928	-6.7459106	17.129517	-328.12042	3
1578468512952	TYPE_GYROSCOPE_UNCALIBRATED	0.10752869	0.5511017	0.26913452	-0.009933472	0.0039367676	-0.0069885254	3
1578468512952	TYPE_ACCELEROMETER_UNCALIBRATED	-1.6055603	5.2153015	6.671036	0.0	0.0	0.0	3
1578468512972	TYPE_ACCELEROMETER	-1.5816193	5.1039734	7.1121674	2
1578468512972	TYPE_MAGNETIC_FIELD	20.620728	-24.760437	-10.72998	3
1578468512972	TYPE_GYROSCOPE	-0.23036194	0.2835083	0.2659912	3
1578468512972	TYPE_ROTATION_VECTOR	0.062311433	0.28524357	0.8942926	3
1578468512972	TYPE_MAGNETIC_FIELD_UNCALIBRATED	13.874817	-7.6309204	-338.8504	-6.7459106	17.129517	-328.12042	3
1578468512972	TYPE_GYROSCOPE_UNCALIBRATED	-0.14282227	0.41687012	0.27072144	-0.009933472	0.0039367676	-0.0069885254	3
1578468512972	TYPE_ACCELEROMETER_UNCALIBRATED	-1.5738373	4.963913	7.667618	0.0	0.0	0.0	3
1578468512992	TYPE_ACCELEROMETER	-1.5511017	4.825653	8.156631	2
1578468512992	TYPE_MAGNETIC_FIELD	20.620728	-24.067688	-11.404419	3
1578468512992	TYPE_GYROSCOPE	-0.29319763	0.059799194	0.23989868	3
1578468512992	TYPE_ROTATION_VECTOR	0.062311433	0.28524357	0.8942926	3
1578468512992	TYPE_MAGNETIC_FIELD_UNCALIBRATED	13.874817	-6.9381714	-339.52484	-6.7459106	17.129517	-328.12042	3
1578468512992	TYPE_GYROSCOPE_UNCALIBRATED	-0.2978058	0.15481567	0.24516296	-0.009933472	0.0039367676	-0.0069885254	3
1578468512992	TYPE_ACCELEROMETER_UNCALIBRATED	-1.5439148	4.7292786	8.5169525	0.0	0.0	0.0	3
1578468513012	TYPE_ACCELEROMETER	-1.5355377	4.7065277	8.832993	2
1578468513012	TYPE_MAGNETIC_FIELD	19.926453	-24.067688	-12.078857	3
1578468513012	TYPE_GYROSCOPE	-0.16111755	0.049682617	0.2340393	3
1578468513012	TYPE_ROTATION_VECTOR	0.061351527	0.28251725	0.89586145	3
1578468513012	TYPE_MAGNETIC_FIELD_UNCALIBRATED	13.180542	-6.9381714	-340.19928	-6.7459106	17.129517	-328.12042	3
1578468513012	TYPE_GYROSCOPE_UNCALIBRATED	-0.2589264	0.032318115	0.22705078	-0.009933472	0.0039367676	-0.0069885254	3
1578468513012	TYPE_ACCELEROMETER_UNCALIBRATED	-1.5439148	4.7292786	8.5169525	0.0	0.0	0.0	3
1578468513032	TYPE_ACCELEROMETER	-1.6067657	4.984253	9.217255	2
1578468513032	TYPE_MAGNETIC_FIELD	20.620728	-25.454712	-12.078857	3
1578468513032	TYPE_GYROSCOPE	0.10946655	0.17112732	0.27398682	3
1578468513032	TYPE_ROTATION_VECTOR	0.06087673	0.28090447	0.89705557	3
1578468513032	TYPE_MAGNETIC_FIELD_UNCALIBRATED	13.874817	-8.325195	-340.19928	-6.7459106	17.129517	-328.12042	3
1578468513032	TYPE_GYROSCOPE_UNCALIBRATED	-0.04534912	0.110076904	0.23876953	-0.009933472	0.0039367676	-0.0069885254	3
1578468513032	TYPE_ACCELEROMETER_UNCALIBRATED	-1.56427	4.8005066	9.080185	0.0	0.0	0.0	3
1578468513053	TYPE_ACCELEROMETER	-1.2847443	5.364334	9.068222	2
1578468513053	TYPE_MAGNETIC_FIELD	20.620728	-24.760437	-10.72998	3
1578468513053	TYPE_GYROSCOPE	0.40827942	0.2904358	0.33311462	3
1578468513053	TYPE_ROTATION_VECTOR	0.0603649	0.2821715	0.89766634	3
1578468513053	TYPE_MAGNETIC_FIELD_UNCALIBRATED	13.874817	-7.6309204	-338.8504	-6.7459106	17.129517	-328.12042	3
1578468513053	TYPE_GYROSCOPE_UNCALIBRATED	0.24867249	0.23312378	0.3026886	-0.009933472	0.0039367676	-0.0069885254	3
1578468513053	TYPE_ACCELEROMETER_UNCALIBRATED	-1.5463104	5.194351	9.220856	0.0	0.0	0.0	3
1578468513073	TYPE_ACCELEROMETER	-0.00982666	5.1554413	8.488235	2
1578468513073	TYPE_MAGNETIC_FIELD	22.007751	-24.760437	-11.404419	3
1578468513073	TYPE_GYROSCOPE	0.6799164	0.4795227	0.2564087	3
1578468513073	TYPE_ROTATION_VECTOR	0.06021629	0.28649458	0.89761776	3
1578468513073	TYPE_MAGNETIC_FIELD_UNCALIBRATED	15.261841	-7.6309204	-339.52484	-6.7459106	17.129517	-328.12042	3
1578468513073	TYPE_GYROSCOPE_UNCALIBRATED	0.5458832	0.38172913	0.31492615	-0.009933472	0.0039367676	-0.0069885254	3
1578468513073	TYPE_ACCELEROMETER_UNCALIBRATED	0.69885254	4.8088837	8.447525	0.0	0.0	0.0	3
1578468513093	TYPE_ACCELEROMETER	1.1770935	4.489258	8.531326	2
1578468513093	TYPE_MAGNETIC_FIELD	19.926453	-24.760437	-10.054016	3
1578468513093	TYPE_GYROSCOPE	0.7187958	0.5093384	-0.021636963	3
1578468513093	TYPE_ROTATION_VECTOR	0.057691388	0.3014243	0.89451736	3
1578468513093	TYPE_MAGNETIC_FIELD_UNCALIBRATED	13.180542	-7.6309204	-338.17444	-6.7459106	17.129517	-328.12042	3
1578468513093	TYPE_GYROSCOPE_UNCALIBRATED	0.7322998	0.52926636	0.12425232	-0.009933472	0.0039367676	-0.0069885254	3
1578468513093	TYPE_ACCELEROMETER_UNCALIBRATED	0.69885254	4.8088837	8.447525	0.0	0.0	0.0	3
1578468513113	TYPE_ACCELEROMETER	-0.0068359375	4.81546	8.58638	2
1578468513113	TYPE_MAGNETIC_FIELD	20.620728	-23.373413	-10.054016	3
1578468513113	TYPE_GYROSCOPE	0.4663391	0.35221863	-0.22190857	3
1578468513113	TYPE_ROTATION_VECTOR	0.057691388	0.3014243	0.89451736	3
1578468513113	TYPE_MAGNETIC_FIELD_UNCALIBRATED	13.874817	-6.2438965	-338.17444	-6.7459106	17.129517	-328.12042	3
1578468513113	TYPE_GYROSCOPE_UNCALIBRATED	0.6044769	0.46481323	-0.15379333	-0.009933472	0.0039367676	-0.0069885254	3
1578468513113	TYPE_ACCELEROMETER_UNCALIBRATED	0.91612244	4.5155945	8.448715	0.0	0.0	0.0	3
1578468513133	TYPE_ACCELEROMETER	-1.9844513	5.714493	8.928162	2
1578468513133	TYPE_MAGNETIC_FIELD	19.926453	-25.454712	-9.379578	3
1578468513133	TYPE_GYROSCOPE	0.23890686	0.24888611	-0.1931305	3
1578468513133	TYPE_ROTATION_VECTOR	0.055482816	0.3066529	0.892414	3
1578468513133	TYPE_MAGNETIC_FIELD_UNCALIBRATED	13.180542	-8.325195	-337.5	-6.7459106	17.129517	-328.12042	3
1578468513133	TYPE_GYROSCOPE_UNCALIBRATED	0.31419373	0.2549591	-0.2454071	-0.009933472	0.0039367676	-0.0069885254	3
1578468513133	TYPE_ACCELEROMETER_UNCALIBRATED	-2.6536255	6.190933	9.304642	0.0	0.0	0.0	3
1578468513153	TYPE_ACCELEROMETER	-2.991806	6.5273285	9.940308	2
1578468513153	TYPE_MAGNETIC_FIELD	22.007751	-26.148987	-9.379578	3
1578468513153	TYPE_GYROSCOPE	0.355011	0.35328674	-0.03175354	3
1578468513153	TYPE_ROTATION_VECTOR	0.05313299	0.30971047	0.89107955	3
1578468513153	TYPE_MAGNETIC_FIELD_UNCALIBRATED	15.261841	-9.01947	-337.5	-6.7459106	17.129517	-328.12042	3
1578468513153	TYPE_GYROSCOPE_UNCALIBRATED	0.2374878	0.30555725	-0.121292114	-0.009933472	0.0039367676	-0.0069885254	3
1578468513153	TYPE_ACCELEROMETER_UNCALIBRATED	-2.8439636	6.723648	10.4700165	0.0	0.0	0.0	3
1578468513174	TYPE_ACCELEROMETER	-2.4620972	6.858322	10.698074	2
1578468513174	TYPE_MAGNETIC_FIELD	20.620728	-25.454712	-12.078857	3
1578468513174	TYPE_GYROSCOPE	0.73851013	0.40602112	0.058807373	3
1578468513174	TYPE_ROTATION_VECTOR	0.04965005	0.32175606	0.8878469	3
1578468513174	TYPE_MAGNETIC_FIELD_UNCALIBRATED	13.874817	-8.325195	-340.19928	-6.7459106	17.129517	-328.12042	3
1578468513174	TYPE_GYROSCOPE_UNCALIBRATED	0.5267029	0.39450073	0.022521973	-0.009933472	0.0039367676	-0.0069885254	3
1578468513174	TYPE_ACCELEROMETER_UNCALIBRATED	-2.2729492	7.0289154	10.447281	0.0	0.0	0.0	3
1578468513194	TYPE_ACCELEROMETER	-2.3286133	7.178543	9.821808	2
1578468513194	TYPE_MAGNETIC_FIELD	20.620728	-24.760437	-8.705139	3
1578468513194	TYPE_GYROSCOPE	0.9212036	0.3500824	0.061462402	3
1578468513194	TYPE_ROTATION_VECTOR	0.04965005	0.32175606	0.8878469	3
1578468513194	TYPE_MAGNETIC_FIELD_UNCALIBRATED	13.874817	-7.6309204	-336.82556	-6.7459106	17.129517	-328.12042	3
1578468513194	TYPE_GYROSCOPE_UNCALIBRATED	0.8761139	0.40356445	0.057144165	-0.009933472	0.0039367676	-0.0069885254	3
1578468513194	TYPE_ACCELEROMETER_UNCALIBRATED	-2.41362	7.1516113	9.159805	0.0	0.0	0.0	3
1578468513214	TYPE_ACCELEROMETER	-2.3555603	6.924164	8.642654	2
1578468513214	TYPE_MAGNETIC_FIELD	22.007751	-24.760437	-7.3547363	3
1578468513214	TYPE_GYROSCOPE	0.71507263	0.13969421	0.04762268	3
1578468513214	TYPE_ROTATION_VECTOR	0.049669612	0.33112368	0.885007	3
1578468513214	TYPE_MAGNETIC_FIELD_UNCALIBRATED	15.261841	-7.6309204	-335.47516	-6.7459106	17.129517	-328.12042	3
1578468513214	TYPE_GYROSCOPE_UNCALIBRATED	0.83935547	0.25761414	0.052352905	-0.009933472	0.0039367676	-0.0069885254	3
1578468513214	TYPE_ACCELEROMETER_UNCALIBRATED	-2.212494	6.605133	8.394257	0.0	0.0	0.0	3
1578468513234	TYPE_ACCELEROMETER	-2.1041565	6.3100433	8.52713	2
1578468513234	TYPE_MAGNETIC_FIELD	21.315002	-25.454712	-7.3547363	3
1578468513234	TYPE_GYROSCOPE	0.42478943	-0.11010742	-0.018432617	3
1578468513234	TYPE_ROTATION_VECTOR	0.050909724	0.33790788	0.8826108	3
1578468513234	TYPE_MAGNETIC_FIELD_UNCALIBRATED	14.569092	-8.325195	-335.47516	-6.7459106	17.129517	-328.12042	3
1578468513234	TYPE_GYROSCOPE_UNCALIBRATED	0.5501404	0.02166748	0.010803223	-0.009933472	0.0039367676	-0.0069885254	3
1578468513234	TYPE_ACCELEROMETER_UNCALIBRATED	-2.212494	6.605133	8.394257	0.0	0.0	0.0	3
1578468513254	TYPE_ACCELEROMETER	-2.1783752	6.232239	9.347748	2
1578468513254	TYPE_MAGNETIC_FIELD	22.007751	-25.454712	-7.3547363	3
1578468513254	TYPE_GYROSCOPE	0.39762878	-0.28375244	-0.004058838	3
1578468513254	TYPE_ROTATION_VECTOR	0.053120412	0.34114143	0.8809501	3
1578468513254	TYPE_MAGNETIC_FIELD_UNCALIBRATED	15.261841	-8.325195	-335.47516	-6.7459106	17.129517	-328.12042	3
1578468513254	TYPE_GYROSCOPE_UNCALIBRATED	0.35040283	-0.21324158	-0.039276123	-0.009933472	0.0039367676	-0.0069885254	3
1578468513254	TYPE_ACCELEROMETER_UNCALIBRATED	-2.089203	6.169388	8.934143	0.0	0.0	0.0	3
1578468513274	TYPE_ACCELEROMETER	-2.1861572	6.426773	9.23761	2
1578468513274	TYPE_MAGNETIC_FIELD	19.926453	-26.148987	-6.680298	3
1578468513274	TYPE_GYROSCOPE	0.65382385	-0.31944275	0.13284302	3
1578468513274	TYPE_ROTATION_VECTOR	0.06208757	0.3479857	0.8772659	3
1578468513274	TYPE_MAGNETIC_FIELD_UNCALIBRATED	13.180542	-9.01947	-334.80072	-6.7459106	17.129517	-328.12042	3
1578468513274	TYPE_GYROSCOPE_UNCALIBRATED	0.50061035	-0.3128357	0.052352905	-0.009933472	0.0039367676	-0.0069885254	3
1578468513274	TYPE_ACCELEROMETER_UNCALIBRATED	-2.2669678	6.3848724	9.502167	0.0	0.0	0.0	3
1578468513295	TYPE_ACCELEROMETER	-1.6570435	6.2843018	8.079407	2
1578468513295	TYPE_MAGNETIC_FIELD	20.620728	-26.148987	-7.3547363	3
1578468513295	TYPE_GYROSCOPE	0.8514252	-0.2651062	0.25428772	3
1578468513295	TYPE_ROTATION_VECTOR	0.06208757	0.3479857	0.8772659	3
1578468513295	TYPE_MAGNETIC_FIELD_UNCALIBRATED	13.874817	-9.01947	-335.47516	-6.7459106	17.129517	-328.12042	3
1578468513295	TYPE_GYROSCOPE_UNCALIBRATED	0.7781067	-0.2942047	0.19136047	-0.009933472	0.0039367676	-0.0069885254	3
1578468513295	TYPE_ACCELEROMETER_UNCALIBRATED	-1.4188232	6.232834	7.3072815	0.0	0.0	0.0	3
1578468513315	TYPE_ACCELEROMETER	-1.1476746	6.107132	6.641098	2
1578468513315	TYPE_MAGNETIC_FIELD	22.007751	-25.454712	-6.0043335	3
1578468513315	TYPE_GYROSCOPE	0.6655426	-0.19639587	0.2990265	3
1578468513315	TYPE_ROTATION_VECTOR	0.07344609	0.35938427	0.87292403	3
1578468513315	TYPE_MAGNETIC_FIELD_UNCALIBRATED	15.261841	-8.325195	-334.12476	-6.7459106	17.129517	-328.12042	3
1578468513315	TYPE_GYROSCOPE_UNCALIBRATED	0.7930298	-0.2228241	0.28511047	-0.009933472	0.0039367676	-0.0069885254	3
1578468513315	TYPE_ACCELEROMETER_UNCALIBRATED	-1.4188232	6.232834	7.3072815	0.0	0.0	0.0	3
1578468513335	TYPE_ACCELEROMETER	-0.6885834	5.7683563	6.268799	2
1578468513335	TYPE_MAGNETIC_FIELD	19.926453	-26.841736	-6.0043335	3
1578468513335	TYPE_GYROSCOPE	0.32678223	-0.16551208	0.22232056	3
1578468513335	TYPE_ROTATION_VECTOR	0.07344609	0.35938427	0.87292403	3
1578468513335	TYPE_MAGNETIC_FIELD_UNCALIBRATED	13.180542	-9.712219	-334.12476	-6.7459106	17.129517	-328.12042	3
1578468513335	TYPE_GYROSCOPE_UNCALIBRATED	0.48036194	-0.17541504	0.26860046	-0.009933472	0.0039367676	-0.0069885254	3
1578468513335	TYPE_ACCELEROMETER_UNCALIBRATED	-0.90945435	5.9503174	6.281372	0.0	0.0	0.0	3
1578468513355	TYPE_ACCELEROMETER	-0.37973022	5.3266296	7.06308	2
